id	name	state	lat	lon	ele	nfiles	nonpublic	recentfile	display	col
866	Coburg (Stadt)	Bayern	50.25	10.95	326	3	3	FALSE	rdwd::metaInfo(id=866)<br>name: Coburg (Stadt)<br>state: Bayern<br>lat: 50.2500<br>lon: 10.9500<br>ele:  326<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
868	Cochstedt	Sachsen-Anhalt	51.8776	11.4014	125	3	3	FALSE	rdwd::metaInfo(id=868)<br>name: Cochstedt<br>state: Sachsen-Anhalt<br>lat: 51.8776<br>lon: 11.4014<br>ele:  125<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
869	Coelbe	Hessen	50.8391	8.7793	187	3	3	FALSE	rdwd::metaInfo(id=869)<br>name: Coelbe<br>state: Hessen<br>lat: 50.8391<br>lon:  8.7793<br>ele:  187<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
3164	Coelbe, Kr. Marburg-Biedenkopf	Hessen	50.8492	8.7746	187	48	15	TRUE	rdwd::metaInfo(id=3164)<br>name: Coelbe, Kr. Marburg-Biedenkopf<br>state: Hessen<br>lat: 50.8492<br>lon:  8.7746<br>ele:  187<br>n public files: 48<br>nonpublic: 15<br>recentfile: TRUE	blue
870	Coelpin	Mecklenburg-Vorpommern	53.5231	13.4293	80	6	0	TRUE	rdwd::metaInfo(id=870)<br>name: Coelpin<br>state: Mecklenburg-Vorpommern<br>lat: 53.5231<br>lon: 13.4293<br>ele:   80<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
871	Coesfeld	Nordrhein-Westfalen	51.9618	7.1585	87	13	2	TRUE	rdwd::metaInfo(id=871)<br>name: Coesfeld<br>state: Nordrhein-Westfalen<br>lat: 51.9618<br>lon:  7.1585<br>ele:   87<br>n public files: 13<br>nonpublic:  2<br>recentfile: TRUE	blue
873	Colberg, Bad	Thueringen	50.2833	10.8	283	3	3	FALSE	rdwd::metaInfo(id=873)<br>name: Colberg, Bad<br>state: Thueringen<br>lat: 50.2833<br>lon: 10.8000<br>ele:  283<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
875	Colditz	Sachsen	51.1326	12.7801	192	3	3	FALSE	rdwd::metaInfo(id=875)<br>name: Colditz<br>state: Sachsen<br>lat: 51.1326<br>lon: 12.7801<br>ele:  192<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
876	Collmberg	Sachsen	51.304	13.0096	314	21	21	FALSE	rdwd::metaInfo(id=876)<br>name: Collmberg<br>state: Sachsen<br>lat: 51.3040<br>lon: 13.0096<br>ele:  314<br>n public files: 21<br>nonpublic: 21<br>recentfile: FALSE	red
877	Colmberg	Bayern	49.3575	10.4066	457	3	3	FALSE	rdwd::metaInfo(id=877)<br>name: Colmberg<br>state: Bayern<br>lat: 49.3575<br>lon: 10.4066<br>ele:  457<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
6283	Colmberg-Binzwangen	Bayern	49.3826	10.3733	434	0	8	FALSE	rdwd::metaInfo(id=6283)<br>name: Colmberg-Binzwangen<br>state: Bayern<br>lat: 49.3826<br>lon: 10.3733<br>ele:  434<br>n public files:  0<br>nonpublic:  8<br>recentfile: FALSE	red
6170	Coschen	Brandenburg	52.0192	14.7254	40	51	12	TRUE	rdwd::metaInfo(id=6170)<br>name: Coschen<br>state: Brandenburg<br>lat: 52.0192<br>lon: 14.7254<br>ele:   40<br>n public files: 51<br>nonpublic: 12<br>recentfile: TRUE	blue
878	Coswig	Sachsen	51.1178	13.5731	110	6	0	TRUE	rdwd::metaInfo(id=878)<br>name: Coswig<br>state: Sachsen<br>lat: 51.1178<br>lon: 13.5731<br>ele:  110<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
880	Cottbus	Brandenburg	51.776	14.3168	69	76	6	TRUE	rdwd::metaInfo(id=880)<br>name: Cottbus<br>state: Brandenburg<br>lat: 51.7760<br>lon: 14.3168<br>ele:   69<br>n public files: 76<br>nonpublic:  6<br>recentfile: TRUE	blue
879	Cottbus (Flugplatz)	Brandenburg	51.7667	14.2833	68	17	17	FALSE	rdwd::metaInfo(id=879)<br>name: Cottbus (Flugplatz)<br>state: Brandenburg<br>lat: 51.7667<br>lon: 14.2833<br>ele:   68<br>n public files: 17<br>nonpublic: 17<br>recentfile: FALSE	red
881	Crailsheim-Alexandersreut	Baden-Wuerttemberg	49.0985	10.0979	423	20	14	TRUE	rdwd::metaInfo(id=881)<br>name: Crailsheim-Alexandersreut<br>state: Baden-Wuerttemberg<br>lat: 49.0985<br>lon: 10.0979<br>ele:  423<br>n public files: 20<br>nonpublic: 14<br>recentfile: TRUE	blue
7491	Crailsheim (LUBW)	Baden-Wuerttemberg	49.154	10.0632	395	0	6	FALSE	rdwd::metaInfo(id=7491)<br>name: Crailsheim (LUBW)<br>state: Baden-Wuerttemberg<br>lat: 49.1540<br>lon: 10.0632<br>ele:  395<br>n public files:  0<br>nonpublic:  6<br>recentfile: FALSE	red
883	Creglingen	Baden-Wuerttemberg	49.4695	10.0274	306	3	3	FALSE	rdwd::metaInfo(id=883)<br>name: Creglingen<br>state: Baden-Wuerttemberg<br>lat: 49.4695<br>lon: 10.0274<br>ele:  306<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
884	Creglingen-Finsterlohr	Baden-Wuerttemberg	49.4345	10.0941	422	3	3	FALSE	rdwd::metaInfo(id=884)<br>name: Creglingen-Finsterlohr<br>state: Baden-Wuerttemberg<br>lat: 49.4345<br>lon: 10.0941<br>ele:  422<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
7492	Creglingen (LUBW)	Baden-Wuerttemberg	49.4844	10.019	260	0	6	FALSE	rdwd::metaInfo(id=7492)<br>name: Creglingen (LUBW)<br>state: Baden-Wuerttemberg<br>lat: 49.4844<br>lon: 10.0190<br>ele:  260<br>n public files:  0<br>nonpublic:  6<br>recentfile: FALSE	red
1278	Cremlingen-Destedt	Niedersachsen	52.2449	10.7182	160	13	2	TRUE	rdwd::metaInfo(id=1278)<br>name: Cremlingen-Destedt<br>state: Niedersachsen<br>lat: 52.2449<br>lon: 10.7182<br>ele:  160<br>n public files: 13<br>nonpublic:  2<br>recentfile: TRUE	blue
885	Creussen-Buehl	Bayern	49.8449	11.616	450	15	2	TRUE	rdwd::metaInfo(id=885)<br>name: Creussen-Buehl<br>state: Bayern<br>lat: 49.8449<br>lon: 11.6160<br>ele:  450<br>n public files: 15<br>nonpublic:  2<br>recentfile: TRUE	blue
6178	Creussen-Unterschwarzach	Bayern	49.8572	11.6978	427	3	3	FALSE	rdwd::metaInfo(id=6178)<br>name: Creussen-Unterschwarzach<br>state: Bayern<br>lat: 49.8572<br>lon: 11.6978<br>ele:  427<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
886	Creuzburg	Thueringen	51.0554	10.2505	197	3	3	FALSE	rdwd::metaInfo(id=886)<br>name: Creuzburg<br>state: Thueringen<br>lat: 51.0554<br>lon: 10.2505<br>ele:  197<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
887	Criewen	Brandenburg	53.0146	14.2198	13	3	3	FALSE	rdwd::metaInfo(id=887)<br>name: Criewen<br>state: Brandenburg<br>lat: 53.0146<br>lon: 14.2198<br>ele:   13<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
888	Crimmitschau	Sachsen	50.8149	12.3821	269	15	15	FALSE	rdwd::metaInfo(id=888)<br>name: Crimmitschau<br>state: Sachsen<br>lat: 50.8149<br>lon: 12.3821<br>ele:  269<br>n public files: 15<br>nonpublic: 15<br>recentfile: FALSE	red
531	Crimmitschau-Blankenha.	Sachsen	50.8107	12.3082	310	3	3	FALSE	rdwd::metaInfo(id=531)<br>name: Crimmitschau-Blankenha.<br>state: Sachsen<br>lat: 50.8107<br>lon: 12.3082<br>ele:  310<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
13774	Crimmitschau-Mannichswalde	Sachsen	50.8138	12.2985	327	15	2	TRUE	rdwd::metaInfo(id=13774)<br>name: Crimmitschau-Mannichswalde<br>state: Sachsen<br>lat: 50.8138<br>lon: 12.2985<br>ele:  327<br>n public files: 15<br>nonpublic:  2<br>recentfile: TRUE	blue
889	Crivitz	Mecklenburg-Vorpommern	53.5735	11.6456	40	6	0	TRUE	rdwd::metaInfo(id=889)<br>name: Crivitz<br>state: Mecklenburg-Vorpommern<br>lat: 53.5735<br>lon: 11.6456<br>ele:   40<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
6271	Crossen/Elster-Nickelsdorf	Thueringen	50.9771	12.0044	272	15	2	TRUE	rdwd::metaInfo(id=6271)<br>name: Crossen/Elster-Nickelsdorf<br>state: Thueringen<br>lat: 50.9771<br>lon: 12.0044<br>ele:  272<br>n public files: 15<br>nonpublic:  2<br>recentfile: TRUE	blue
890	Crottendorf	Sachsen	50.5277	12.9328	652	3	3	FALSE	rdwd::metaInfo(id=890)<br>name: Crottendorf<br>state: Sachsen<br>lat: 50.5277<br>lon: 12.9328<br>ele:  652<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
891	Cuxhaven	Niedersachsen	53.8713	8.7058	5	77	5	TRUE	rdwd::metaInfo(id=891)<br>name: Cuxhaven<br>state: Niedersachsen<br>lat: 53.8713<br>lon:  8.7058<br>ele:    5<br>n public files: 77<br>nonpublic:  5<br>recentfile: TRUE	blue
892	Cuxhaven-Altenbruch	Niedersachsen	53.8256	8.7721	2	3	3	FALSE	rdwd::metaInfo(id=892)<br>name: Cuxhaven-Altenbruch<br>state: Niedersachsen<br>lat: 53.8256<br>lon:  8.7721<br>ele:    2<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
894	Dachau	Bayern	48.2466	11.4403	482	3	3	FALSE	rdwd::metaInfo(id=894)<br>name: Dachau<br>state: Bayern<br>lat: 48.2466<br>lon: 11.4403<br>ele:  482<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
895	Dachsbach-Rauschenberg	Bayern	49.6531	10.6704	347	3	3	FALSE	rdwd::metaInfo(id=895)<br>name: Dachsbach-Rauschenberg<br>state: Bayern<br>lat: 49.6531<br>lon: 10.6704<br>ele:  347<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
5688	Dachsberg-Wolpadingen	Baden-Wuerttemberg	47.7003	8.1057	880	32	3	TRUE	rdwd::metaInfo(id=5688)<br>name: Dachsberg-Wolpadingen<br>state: Baden-Wuerttemberg<br>lat: 47.7003<br>lon:  8.1057<br>ele:  880<br>n public files: 32<br>nonpublic:  3<br>recentfile: TRUE	blue
896	Dachwig	Thueringen	51.0778	10.8619	170	45	12	TRUE	rdwd::metaInfo(id=896)<br>name: Dachwig<br>state: Thueringen<br>lat: 51.0778<br>lon: 10.8619<br>ele:  170<br>n public files: 45<br>nonpublic: 12<br>recentfile: TRUE	blue
897	Dackenheim	Rheinland-Pfalz	49.5214	8.1858	180	3	3	FALSE	rdwd::metaInfo(id=897)<br>name: Dackenheim<br>state: Rheinland-Pfalz<br>lat: 49.5214<br>lon:  8.1858<br>ele:  180<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
14018	Dackenheim (DLR RLP)	Rheinland-Pfalz	49.5189	8.1847	180	0	6	FALSE	rdwd::metaInfo(id=14018)<br>name: Dackenheim (DLR RLP)<br>state: Rheinland-Pfalz<br>lat: 49.5189<br>lon:  8.1847<br>ele:  180<br>n public files:  0<br>nonpublic:  6<br>recentfile: FALSE	red
898	Daehre	Sachsen-Anhalt	52.8004	10.9103	46	3	3	FALSE	rdwd::metaInfo(id=898)<br>name: Daehre<br>state: Sachsen-Anhalt<br>lat: 52.8004<br>lon: 10.9103<br>ele:   46<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
900	Dagebuell	Schleswig-Holstein	54.7289	8.7071	1	3	3	FALSE	rdwd::metaInfo(id=900)<br>name: Dagebuell<br>state: Schleswig-Holstein<br>lat: 54.7289<br>lon:  8.7071<br>ele:    1<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
901	Dahlem-Kronenburg	Nordrhein-Westfalen	50.3605	6.4807	480	3	3	FALSE	rdwd::metaInfo(id=901)<br>name: Dahlem-Kronenburg<br>state: Nordrhein-Westfalen<br>lat: 50.3605<br>lon:  6.4807<br>ele:  480<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
902	Dahlem-Schmidtheim	Nordrhein-Westfalen	50.4115	6.5615	573	15	2	TRUE	rdwd::metaInfo(id=902)<br>name: Dahlem-Schmidtheim<br>state: Nordrhein-Westfalen<br>lat: 50.4115<br>lon:  6.5615<br>ele:  573<br>n public files: 15<br>nonpublic:  2<br>recentfile: TRUE	blue
1821	Dahlen-Grossboehla	Sachsen	51.339	13.0322	138	3	3	FALSE	rdwd::metaInfo(id=1821)<br>name: Dahlen-Grossboehla<br>state: Sachsen<br>lat: 51.3390<br>lon: 13.0322<br>ele:  138<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
903	Dahlenburg	Niedersachsen	53.1833	10.75	35	3	3	FALSE	rdwd::metaInfo(id=903)<br>name: Dahlenburg<br>state: Niedersachsen<br>lat: 53.1833<br>lon: 10.7500<br>ele:   35<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
904	Dahlenwarsleben	Sachsen-Anhalt	52.1972	11.5408	65	3	3	FALSE	rdwd::metaInfo(id=904)<br>name: Dahlenwarsleben<br>state: Sachsen-Anhalt<br>lat: 52.1972<br>lon: 11.5408<br>ele:   65<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
905	Dahme	Brandenburg	51.867	13.4302	86	3	3	FALSE	rdwd::metaInfo(id=905)<br>name: Dahme<br>state: Brandenburg<br>lat: 51.8670<br>lon: 13.4302<br>ele:   86<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
906	Dahmeshoeved	Schleswig-Holstein	54.2023	11.0914	8	4	6	FALSE	rdwd::metaInfo(id=906)<br>name: Dahmeshoeved<br>state: Schleswig-Holstein<br>lat: 54.2023<br>lon: 11.0914<br>ele:    8<br>n public files:  4<br>nonpublic:  6<br>recentfile: FALSE	red
5830	Damme	Brandenburg	52.6133	12.5648	35	6	0	TRUE	rdwd::metaInfo(id=5830)<br>name: Damme<br>state: Brandenburg<br>lat: 52.6133<br>lon: 12.5648<br>ele:   35<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
3496	Damme-Greven	Niedersachsen	52.4982	8.143	72	6	0	TRUE	rdwd::metaInfo(id=3496)<br>name: Damme-Greven<br>state: Niedersachsen<br>lat: 52.4982<br>lon:  8.1430<br>ele:   72<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
5831	Damme/Niedersachsen	Niedersachsen	52.5319	8.1858	100	4	2	TRUE	rdwd::metaInfo(id=5831)<br>name: Damme/Niedersachsen<br>state: Niedersachsen<br>lat: 52.5319<br>lon:  8.1858<br>ele:  100<br>n public files:  4<br>nonpublic:  2<br>recentfile: TRUE	blue
908	Dammhaus	Niedersachsen	51.7833	10.4333	575	4	4	FALSE	rdwd::metaInfo(id=908)<br>name: Dammhaus<br>state: Niedersachsen<br>lat: 51.7833<br>lon: 10.4333<br>ele:  575<br>n public files:  4<br>nonpublic:  4<br>recentfile: FALSE	red
909	Damsdorf	Schleswig-Holstein	54.0551	10.2984	54	0	4	FALSE	rdwd::metaInfo(id=909)<br>name: Damsdorf<br>state: Schleswig-Holstein<br>lat: 54.0551<br>lon: 10.2984<br>ele:   54<br>n public files:  0<br>nonpublic:  4<br>recentfile: FALSE	red
910	Danna-Eckmannsdorf	Brandenburg	51.995	12.8916	113	3	3	FALSE	rdwd::metaInfo(id=910)<br>name: Danna-Eckmannsdorf<br>state: Brandenburg<br>lat: 51.9950<br>lon: 12.8916<br>ele:  113<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
911	Danndorf	Niedersachsen	52.4265	10.917	69	6	0	TRUE	rdwd::metaInfo(id=911)<br>name: Danndorf<br>state: Niedersachsen<br>lat: 52.4265<br>lon: 10.9170<br>ele:   69<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
5832	Dannenberg	Niedersachsen	53.1007	11.0455	50	17	17	FALSE	rdwd::metaInfo(id=5832)<br>name: Dannenberg<br>state: Niedersachsen<br>lat: 53.1007<br>lon: 11.0455<br>ele:   50<br>n public files: 17<br>nonpublic: 17<br>recentfile: FALSE	red
913	Dannenfels	Rheinland-Pfalz	49.6236	7.9474	408	3	3	FALSE	rdwd::metaInfo(id=913)<br>name: Dannenfels<br>state: Rheinland-Pfalz<br>lat: 49.6236<br>lon:  7.9474<br>ele:  408<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
6317	Dannstadt-Schauernheim	Rheinland-Pfalz	49.4371	8.3133	97	0	6	FALSE	rdwd::metaInfo(id=6317)<br>name: Dannstadt-Schauernheim<br>state: Rheinland-Pfalz<br>lat: 49.4371<br>lon:  8.3133<br>ele:   97<br>n public files:  0<br>nonpublic:  6<br>recentfile: FALSE	red
915	Dargun	Mecklenburg-Vorpommern	53.9	12.85	17	3	3	FALSE	rdwd::metaInfo(id=915)<br>name: Dargun<br>state: Mecklenburg-Vorpommern<br>lat: 53.9000<br>lon: 12.8500<br>ele:   17<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
916	Darlingerode	Sachsen-Anhalt	51.8514	10.7323	269	3	3	FALSE	rdwd::metaInfo(id=916)<br>name: Darlingerode<br>state: Sachsen-Anhalt<br>lat: 51.8514<br>lon: 10.7323<br>ele:  269<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
917	Darmstadt	Hessen	49.8809	8.6779	162	45	12	TRUE	rdwd::metaInfo(id=917)<br>name: Darmstadt<br>state: Hessen<br>lat: 49.8809<br>lon:  8.6779<br>ele:  162<br>n public files: 45<br>nonpublic: 12<br>recentfile: TRUE	blue
919	Darmstadt-Botanischer Garten	Hessen	49.8697	8.6796	169	17	17	FALSE	rdwd::metaInfo(id=919)<br>name: Darmstadt-Botanischer Garten<br>state: Hessen<br>lat: 49.8697<br>lon:  8.6796<br>ele:  169<br>n public files: 17<br>nonpublic: 17<br>recentfile: FALSE	red
918	Darmstadt (A)	Hessen	49.8453	8.624	122	15	15	FALSE	rdwd::metaInfo(id=918)<br>name: Darmstadt (A)<br>state: Hessen<br>lat: 49.8453<br>lon:  8.6240<br>ele:  122<br>n public files: 15<br>nonpublic: 15<br>recentfile: FALSE	red
920	Darmstadt (US-Air-Base)	Hessen	49.8564	8.5929	108	2	50	FALSE	rdwd::metaInfo(id=920)<br>name: Darmstadt (US-Air-Base)<br>state: Hessen<br>lat: 49.8564<br>lon:  8.5929<br>ele:  108<br>n public files:  2<br>nonpublic: 50<br>recentfile: FALSE	red
6097	Darsser Ort (SWN)	Mecklenburg-Vorpommern	54.4738	12.5014	4	15	2	TRUE	rdwd::metaInfo(id=6097)<br>name: Darsser Ort (SWN)<br>state: Mecklenburg-Vorpommern<br>lat: 54.4738<br>lon: 12.5014<br>ele:    4<br>n public files: 15<br>nonpublic:  2<br>recentfile: TRUE	blue
14306	Dasburg	Rheinland-Pfalz	50.0451	6.137	352	6	0	TRUE	rdwd::metaInfo(id=14306)<br>name: Dasburg<br>state: Rheinland-Pfalz<br>lat: 50.0451<br>lon:  6.1370<br>ele:  352<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
921	Dasburg (WWV RLP)	Rheinland-Pfalz	50.0451	6.137	392	1	5	FALSE	rdwd::metaInfo(id=921)<br>name: Dasburg (WWV RLP)<br>state: Rheinland-Pfalz<br>lat: 50.0451<br>lon:  6.1370<br>ele:  392<br>n public files:  1<br>nonpublic:  5<br>recentfile: FALSE	red
922	Dasing (Klaeranlage)	Bayern	48.395	11.0594	460	5	7	TRUE	rdwd::metaInfo(id=922)<br>name: Dasing (Klaeranlage)<br>state: Bayern<br>lat: 48.3950<br>lon: 11.0594<br>ele:  460<br>n public files:  5<br>nonpublic:  7<br>recentfile: TRUE	blue
924	Dassel-Lauenberg	Niedersachsen	51.7687	9.7549	192	3	3	FALSE	rdwd::metaInfo(id=924)<br>name: Dassel-Lauenberg<br>state: Niedersachsen<br>lat: 51.7687<br>lon:  9.7549<br>ele:  192<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
925	Dasselsbruch	Niedersachsen	52.5667	10.0167	41	3	3	FALSE	rdwd::metaInfo(id=925)<br>name: Dasselsbruch<br>state: Niedersachsen<br>lat: 52.5667<br>lon: 10.0167<br>ele:   41<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
926	Dasswang	Bayern	49.15	11.6667	521	4	4	FALSE	rdwd::metaInfo(id=926)<br>name: Dasswang<br>state: Bayern<br>lat: 49.1500<br>lon: 11.6667<br>ele:  521<br>n public files:  4<br>nonpublic:  4<br>recentfile: FALSE	red
927	Daun	Rheinland-Pfalz	50.1957	6.8279	430	0	28	FALSE	rdwd::metaInfo(id=927)<br>name: Daun<br>state: Rheinland-Pfalz<br>lat: 50.1957<br>lon:  6.8279<br>ele:  430<br>n public files:  0<br>nonpublic: 28<br>recentfile: FALSE	red
928	Deckenpfronn	Baden-Wuerttemberg	48.6515	8.8262	560	3	3	FALSE	rdwd::metaInfo(id=928)<br>name: Deckenpfronn<br>state: Baden-Wuerttemberg<br>lat: 48.6515<br>lon:  8.8262<br>ele:  560<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
929	Dedeleben	Sachsen-Anhalt	52.0314	10.8973	94	3	3	FALSE	rdwd::metaInfo(id=929)<br>name: Dedeleben<br>state: Sachsen-Anhalt<br>lat: 52.0314<br>lon: 10.8973<br>ele:   94<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
930	Deggendorf	Bayern	48.8354	12.9498	313	3	3	FALSE	rdwd::metaInfo(id=930)<br>name: Deggendorf<br>state: Bayern<br>lat: 48.8354<br>lon: 12.9498<br>ele:  313<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
931	Deggenhausertal-Azenweiler	Baden-Wuerttemberg	47.8007	9.4108	708	27	14	TRUE	rdwd::metaInfo(id=931)<br>name: Deggenhausertal-Azenweiler<br>state: Baden-Wuerttemberg<br>lat: 47.8007<br>lon:  9.4108<br>ele:  708<br>n public files: 27<br>nonpublic: 14<br>recentfile: TRUE	blue
932	Deining-Mittersthal	Bayern	49.2143	11.5514	540	6	0	TRUE	rdwd::metaInfo(id=932)<br>name: Deining-Mittersthal<br>state: Bayern<br>lat: 49.2143<br>lon: 11.5514<br>ele:  540<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
19127	Deiningen	Bayern	48.8653	10.5704	423	4	0	TRUE	rdwd::metaInfo(id=19127)<br>name: Deiningen<br>state: Bayern<br>lat: 48.8653<br>lon: 10.5704<br>ele:  423<br>n public files:  4<br>nonpublic:  0<br>recentfile: TRUE	blue
933	Deisenhofen, Kreis Muenchen	Bayern	48.0368	11.5777	585	5	7	TRUE	rdwd::metaInfo(id=933)<br>name: Deisenhofen, Kreis Muenchen<br>state: Bayern<br>lat: 48.0368<br>lon: 11.5777<br>ele:  585<br>n public files:  5<br>nonpublic:  7<br>recentfile: TRUE	blue
934	Delbrueck	Nordrhein-Westfalen	51.7835	8.5658	88	13	2	TRUE	rdwd::metaInfo(id=934)<br>name: Delbrueck<br>state: Nordrhein-Westfalen<br>lat: 51.7835<br>lon:  8.5658<br>ele:   88<br>n public files: 13<br>nonpublic:  2<br>recentfile: TRUE	blue
15919	Delbrueck (Mitte)	Nordrhein-Westfalen	51.7633	8.5551	97	3	3	FALSE	rdwd::metaInfo(id=15919)<br>name: Delbrueck (Mitte)<br>state: Nordrhein-Westfalen<br>lat: 51.7633<br>lon:  8.5551<br>ele:   97<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
935	Delfshausen	Niedersachsen	53.2833	8.25	0	3	3	FALSE	rdwd::metaInfo(id=935)<br>name: Delfshausen<br>state: Niedersachsen<br>lat: 53.2833<br>lon:  8.2500<br>ele:    0<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
936	Delmenhorst	Niedersachsen	53.0485	8.6615	8	6	0	TRUE	rdwd::metaInfo(id=936)<br>name: Delmenhorst<br>state: Niedersachsen<br>lat: 53.0485<br>lon:  8.6615<br>ele:    8<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
937	Demerath	Rheinland-Pfalz	50.1667	6.9333	460	3	3	FALSE	rdwd::metaInfo(id=937)<br>name: Demerath<br>state: Rheinland-Pfalz<br>lat: 50.1667<br>lon:  6.9333<br>ele:  460<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
6273	Demker	Sachsen-Anhalt	52.5075	11.8551	36	50	11	TRUE	rdwd::metaInfo(id=6273)<br>name: Demker<br>state: Sachsen-Anhalt<br>lat: 52.5075<br>lon: 11.8551<br>ele:   36<br>n public files: 50<br>nonpublic: 11<br>recentfile: TRUE	blue
939	Demmin	Mecklenburg-Vorpommern	53.9164	12.977	23	7	1	TRUE	rdwd::metaInfo(id=939)<br>name: Demmin<br>state: Mecklenburg-Vorpommern<br>lat: 53.9164<br>lon: 12.9770<br>ele:   23<br>n public files:  7<br>nonpublic:  1<br>recentfile: TRUE	blue
940	Denkendorf	Bayern	48.9167	11.45	518	5	5	FALSE	rdwd::metaInfo(id=940)<br>name: Denkendorf<br>state: Bayern<br>lat: 48.9167<br>lon: 11.4500<br>ele:  518<br>n public files:  5<br>nonpublic:  5<br>recentfile: FALSE	red
941	Denklingen-Dienhausen	Bayern	47.8874	10.8315	722	3	3	FALSE	rdwd::metaInfo(id=941)<br>name: Denklingen-Dienhausen<br>state: Bayern<br>lat: 47.8874<br>lon: 10.8315<br>ele:  722<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
942	Densborn	Rheinland-Pfalz	50.122	6.599	308	13	2	TRUE	rdwd::metaInfo(id=942)<br>name: Densborn<br>state: Rheinland-Pfalz<br>lat: 50.1220<br>lon:  6.5990<br>ele:  308<br>n public files: 13<br>nonpublic:  2<br>recentfile: TRUE	blue
943	Denzlingen	Baden-Wuerttemberg	48.0633	7.8649	223	3	3	FALSE	rdwd::metaInfo(id=943)<br>name: Denzlingen<br>state: Baden-Wuerttemberg<br>lat: 48.0633<br>lon:  7.8649<br>ele:  223<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
944	Derenburg	Sachsen-Anhalt	51.8714	10.9026	161	3	3	FALSE	rdwd::metaInfo(id=944)<br>name: Derenburg<br>state: Sachsen-Anhalt<br>lat: 51.8714<br>lon: 10.9026<br>ele:  161<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
945	Dermbach	Thueringen	50.716	10.1185	357	8	0	TRUE	rdwd::metaInfo(id=945)<br>name: Dermbach<br>state: Thueringen<br>lat: 50.7160<br>lon: 10.1185<br>ele:  357<br>n public files:  8<br>nonpublic:  0<br>recentfile: TRUE	blue
946	Dersenow	Mecklenburg-Vorpommern	53.3829	10.8908	30	3	3	FALSE	rdwd::metaInfo(id=946)<br>name: Dersenow<br>state: Mecklenburg-Vorpommern<br>lat: 53.3829<br>lon: 10.8908<br>ele:   30<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
947	Dersum	Niedersachsen	52.9554	7.2706	6	3	3	FALSE	rdwd::metaInfo(id=947)<br>name: Dersum<br>state: Niedersachsen<br>lat: 52.9554<br>lon:  7.2706<br>ele:    6<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
