id	name	state	lat	long	ele	all_elev	nfiles_coord	nfiles_id	recentfile	display
1210	Elsterwerda	Brandenburg	51.4505	13.5046	90	90(3)	3	6	TRUE	rdwd::metaInfo(id=1210)<br>name: Elsterwerda<br>state: Brandenburg<br>lat: 51.4505<br>long: 13.5046<br>ele:   90.00<br>all_elev: 90(3)<br>nfiles_coord: 3<br>nfiles_id: 6<br>recentfile:  TRUE
1210	Elsterwerda	Brandenburg	51.4506	13.5052	90	90(3)	3	6	FALSE	rdwd::metaInfo(id=1210)<br>name: Elsterwerda<br>state: Brandenburg<br>lat: 51.4506<br>long: 13.5052<br>ele:   90.00<br>all_elev: 90(3)<br>nfiles_coord: 3<br>nfiles_id: 6<br>recentfile: FALSE
1211	Elterlein	Sachsen	50.5821	12.8684	600	600(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1211)<br>name: Elterlein<br>state: Sachsen<br>lat: 50.5821<br>long: 12.8684<br>ele:  600.00<br>all_elev: 600(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1212	Eltville	Hessen	50.0285	8.1358	98	98(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1212)<br>name: Eltville<br>state: Hessen<br>lat: 50.0285<br>long:  8.1358<br>ele:   98.00<br>all_elev: 98(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1213	Eltville (Steinberg)	Hessen	50.0333	8.05	197	197(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1213)<br>name: Eltville (Steinberg)<br>state: Hessen<br>lat: 50.0333<br>long:  8.0500<br>ele:  197.00<br>all_elev: 197(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1214	Elzach-Fisnacht	Baden-Wuerttemberg	48.2013	8.1088	440	440(1)	1	14 (+1)	FALSE	rdwd::metaInfo(id=1214)<br>name: Elzach-Fisnacht<br>state: Baden-Wuerttemberg<br>lat: 48.2013<br>long:  8.1088<br>ele:  440.00<br>all_elev: 440(1)<br>nfiles_coord: 1<br>nfiles_id: 14 (+1)<br>recentfile: FALSE
1214	Elzach-Fisnacht	Baden-Wuerttemberg	48.2012	8.1089	440	440(14)	13 (+1)	14 (+1)	TRUE	rdwd::metaInfo(id=1214)<br>name: Elzach-Fisnacht<br>state: Baden-Wuerttemberg<br>lat: 48.2012<br>long:  8.1089<br>ele:  440.00<br>all_elev: 440(14)<br>nfiles_coord: 13 (+1)<br>nfiles_id: 14 (+1)<br>recentfile:  TRUE
1215	Elzach-Oberprechtal	Baden-Wuerttemberg	48.2147	8.1435	480	480(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1215)<br>name: Elzach-Oberprechtal<br>state: Baden-Wuerttemberg<br>lat: 48.2147<br>long:  8.1435<br>ele:  480.00<br>all_elev: 480(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1216	Elztal-Rittersbach	Baden-Wuerttemberg	49.4251	9.243	312	312(5)	5	6	TRUE	rdwd::metaInfo(id=1216)<br>name: Elztal-Rittersbach<br>state: Baden-Wuerttemberg<br>lat: 49.4251<br>long:  9.2430<br>ele:  312.00<br>all_elev: 312(5)<br>nfiles_coord: 5<br>nfiles_id: 6<br>recentfile:  TRUE
1216	Elztal-Rittersbach	Baden-Wuerttemberg	49.425	9.2428	312	312(1)	1	6	FALSE	rdwd::metaInfo(id=1216)<br>name: Elztal-Rittersbach<br>state: Baden-Wuerttemberg<br>lat: 49.4250<br>long:  9.2428<br>ele:  312.00<br>all_elev: 312(1)<br>nfiles_coord: 1<br>nfiles_id: 6<br>recentfile: FALSE
5839	Emden	Niedersachsen	53.3881	7.2287	-0.04	-0.3(3)_0(20)	23	24	TRUE	rdwd::metaInfo(id=5839)<br>name: Emden<br>state: Niedersachsen<br>lat: 53.3881<br>long:  7.2287<br>ele:   -0.04<br>all_elev: -0.3(3)_0(20)<br>nfiles_coord: 23<br>nfiles_id: 24<br>recentfile:  TRUE
5839	Emden	Niedersachsen	53.3881	7.2286	0	0(1)	1	24	FALSE	rdwd::metaInfo(id=5839)<br>name: Emden<br>state: Niedersachsen<br>lat: 53.3881<br>long:  7.2286<br>ele:    0.00<br>all_elev: 0(1)<br>nfiles_coord: 1<br>nfiles_id: 24<br>recentfile: FALSE
1219	Emden-Nesserland	Niedersachsen	53.3449	7.1909	5	5(23)	11 (+12)	12 (+12)	FALSE	rdwd::metaInfo(id=1219)<br>name: Emden-Nesserland<br>state: Niedersachsen<br>lat: 53.3449<br>long:  7.1909<br>ele:    5.00<br>all_elev: 5(23)<br>nfiles_coord: 11 (+12)<br>nfiles_id: 12 (+12)<br>recentfile: FALSE
1219	Emden-Nesserland	Niedersachsen	53.3464	7.1917	5	5(1)	1	12 (+12)	FALSE	rdwd::metaInfo(id=1219)<br>name: Emden-Nesserland<br>state: Niedersachsen<br>lat: 53.3464<br>long:  7.1917<br>ele:    5.00<br>all_elev: 5(1)<br>nfiles_coord: 1<br>nfiles_id: 12 (+12)<br>recentfile: FALSE
1220	Emden-Widdelswehr	Niedersachsen	53.3402	7.2598	0	0(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1220)<br>name: Emden-Widdelswehr<br>state: Niedersachsen<br>lat: 53.3402<br>long:  7.2598<br>ele:    0.00<br>all_elev: 0(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1221	Emden-Wolthusen	Niedersachsen	53.3707	7.2236	0	0(15)	7 (+8)	7 (+8)	FALSE	rdwd::metaInfo(id=1221)<br>name: Emden-Wolthusen<br>state: Niedersachsen<br>lat: 53.3707<br>long:  7.2236<br>ele:    0.00<br>all_elev: 0(15)<br>nfiles_coord: 7 (+8)<br>nfiles_id: 7 (+8)<br>recentfile: FALSE
1224	Emmendingen-Mundingen	Baden-Wuerttemberg	48.1378	7.8351	201	201(13)	12 (+1)	12 (+1)	TRUE	rdwd::metaInfo(id=1224)<br>name: Emmendingen-Mundingen<br>state: Baden-Wuerttemberg<br>lat: 48.1378<br>long:  7.8351<br>ele:  201.00<br>all_elev: 201(13)<br>nfiles_coord: 12 (+1)<br>nfiles_id: 12 (+1)<br>recentfile:  TRUE
1225	Emmerichsthal	Bayern	50.2167	9.5667	305	305(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1225)<br>name: Emmerichsthal<br>state: Bayern<br>lat: 50.2167<br>long:  9.5667<br>ele:  305.00<br>all_elev: 305(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1226	Emmerthal-Grohnde	Niedersachsen	52.0167	9.4167	80	80(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1226)<br>name: Emmerthal-Grohnde<br>state: Niedersachsen<br>lat: 52.0167<br>long:  9.4167<br>ele:   80.00<br>all_elev: 80(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1227	Emmingen-Liptingen	Baden-Wuerttemberg	47.9319	8.8584	743	743(1)	1	4	FALSE	rdwd::metaInfo(id=1227)<br>name: Emmingen-Liptingen<br>state: Baden-Wuerttemberg<br>lat: 47.9319<br>long:  8.8584<br>ele:  743.00<br>all_elev: 743(1)<br>nfiles_coord: 1<br>nfiles_id: 4<br>recentfile: FALSE
1227	Emmingen-Liptingen	Baden-Wuerttemberg	47.9317	8.8584	743	743(3)	3	4	TRUE	rdwd::metaInfo(id=1227)<br>name: Emmingen-Liptingen<br>state: Baden-Wuerttemberg<br>lat: 47.9317<br>long:  8.8584<br>ele:  743.00<br>all_elev: 743(3)<br>nfiles_coord: 3<br>nfiles_id: 4<br>recentfile:  TRUE
1229	Ems, Bad	Rheinland-Pfalz	50.3324	7.6975	90	90(9)	4 (+5)	4 (+5)	FALSE	rdwd::metaInfo(id=1229)<br>name: Ems, Bad<br>state: Rheinland-Pfalz<br>lat: 50.3324<br>long:  7.6975<br>ele:   90.00<br>all_elev: 90(9)<br>nfiles_coord: 4 (+5)<br>nfiles_id: 4 (+5)<br>recentfile: FALSE
1230	Emsbueren	Niedersachsen	52.398	7.2836	40	40(1)	1	4	FALSE	rdwd::metaInfo(id=1230)<br>name: Emsbueren<br>state: Niedersachsen<br>lat: 52.3980<br>long:  7.2836<br>ele:   40.00<br>all_elev: 40(1)<br>nfiles_coord: 1<br>nfiles_id: 4<br>recentfile: FALSE
1230	Emsbueren-Ahlde	Niedersachsen	52.3684	7.2943	48	48(3)	3	4	TRUE	rdwd::metaInfo(id=1230)<br>name: Emsbueren-Ahlde<br>state: Niedersachsen<br>lat: 52.3684<br>long:  7.2943<br>ele:   48.00<br>all_elev: 48(3)<br>nfiles_coord: 3<br>nfiles_id: 4<br>recentfile:  TRUE
1231	Emsbueren-Venhaus	Niedersachsen	52.4061	7.4092	33	33(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1231)<br>name: Emsbueren-Venhaus<br>state: Niedersachsen<br>lat: 52.4061<br>long:  7.4092<br>ele:   33.00<br>all_elev: 33(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1232	Emsdetten	Nordrhein-Westfalen	52.1703	7.5637	43	43(3)	3	4	TRUE	rdwd::metaInfo(id=1232)<br>name: Emsdetten<br>state: Nordrhein-Westfalen<br>lat: 52.1703<br>long:  7.5637<br>ele:   43.00<br>all_elev: 43(3)<br>nfiles_coord: 3<br>nfiles_id: 4<br>recentfile:  TRUE
1232	Emsdetten	Nordrhein-Westfalen	52.1697	7.5631	43	43(1)	1	4	FALSE	rdwd::metaInfo(id=1232)<br>name: Emsdetten<br>state: Nordrhein-Westfalen<br>lat: 52.1697<br>long:  7.5631<br>ele:   43.00<br>all_elev: 43(1)<br>nfiles_coord: 1<br>nfiles_id: 4<br>recentfile: FALSE
1233	Emseloh	Sachsen-Anhalt	51.5004	11.3922	230	230(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1233)<br>name: Emseloh<br>state: Sachsen-Anhalt<br>lat: 51.5004<br>long: 11.3922<br>ele:  230.00<br>all_elev: 230(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
15244	Emstal, Bad	Hessen	51.2088	9.2541	285	285(4)	4	4	TRUE	rdwd::metaInfo(id=15244)<br>name: Emstal, Bad<br>state: Hessen<br>lat: 51.2088<br>long:  9.2541<br>ele:  285.00<br>all_elev: 285(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
15247	Emstek	Niedersachsen	52.8285	8.1498	53	53(4)	4	4	TRUE	rdwd::metaInfo(id=15247)<br>name: Emstek<br>state: Niedersachsen<br>lat: 52.8285<br>long:  8.1498<br>ele:   53.00<br>all_elev: 53(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
1234	Endbach, Bad-Wommelshaus	Hessen	50.763	8.4998	315	315(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1234)<br>name: Endbach, Bad-Wommelshaus<br>state: Hessen<br>lat: 50.7630<br>long:  8.4998<br>ele:  315.00<br>all_elev: 315(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1235	Endorf, Bad	Bayern	47.9044	12.2977	525	525(4)	4	4	TRUE	rdwd::metaInfo(id=1235)<br>name: Endorf, Bad<br>state: Bayern<br>lat: 47.9044<br>long: 12.2977<br>ele:  525.00<br>all_elev: 525(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
1236	Endorf, Bad-Teisenham	Bayern	47.9172	12.3185	592	592(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1236)<br>name: Endorf, Bad-Teisenham<br>state: Bayern<br>lat: 47.9172<br>long: 12.3185<br>ele:  592.00<br>all_elev: 592(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1238	Engelskirchen	Nordrhein-Westfalen	50.9884	7.425	144	144(11)	5 (+6)	6 (+6)	FALSE	rdwd::metaInfo(id=1238)<br>name: Engelskirchen<br>state: Nordrhein-Westfalen<br>lat: 50.9884<br>long:  7.4250<br>ele:  144.00<br>all_elev: 144(11)<br>nfiles_coord: 5 (+6)<br>nfiles_id: 6 (+6)<br>recentfile: FALSE
1238	Engelskirchen	Nordrhein-Westfalen	50.9897	7.4258	144	144(1)	1	6 (+6)	FALSE	rdwd::metaInfo(id=1238)<br>name: Engelskirchen<br>state: Nordrhein-Westfalen<br>lat: 50.9897<br>long:  7.4258<br>ele:  144.00<br>all_elev: 144(1)<br>nfiles_coord: 1<br>nfiles_id: 6 (+6)<br>recentfile: FALSE
1240	Engen-Stetten	Baden-Wuerttemberg	47.8741	8.7176	738	738(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1240)<br>name: Engen-Stetten<br>state: Baden-Wuerttemberg<br>lat: 47.8741<br>long:  8.7176<br>ele:  738.00<br>all_elev: 738(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1239	Engen/Hegau	Baden-Wuerttemberg	47.8516	8.7673	540	540(15)	7 (+8)	7 (+8)	FALSE	rdwd::metaInfo(id=1239)<br>name: Engen/Hegau<br>state: Baden-Wuerttemberg<br>lat: 47.8516<br>long:  8.7673<br>ele:  540.00<br>all_elev: 540(15)<br>nfiles_coord: 7 (+8)<br>nfiles_id: 7 (+8)<br>recentfile: FALSE
1241	Enger	Nordrhein-Westfalen	52.15	8.5226	128	128(6)	6	6	TRUE	rdwd::metaInfo(id=1241)<br>name: Enger<br>state: Nordrhein-Westfalen<br>lat: 52.1500<br>long:  8.5226<br>ele:  128.00<br>all_elev: 128(6)<br>nfiles_coord: 6<br>nfiles_id: 6<br>recentfile:  TRUE
1242	Englmannsberg	Bayern	48.55	11.3833	515	515(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1242)<br>name: Englmannsberg<br>state: Bayern<br>lat: 48.5500<br>long: 11.3833<br>ele:  515.00<br>all_elev: 515(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1243	Eningen	Baden-Wuerttemberg	48.4734	9.3028	705	705(11)	5 (+6)	5 (+6)	FALSE	rdwd::metaInfo(id=1243)<br>name: Eningen<br>state: Baden-Wuerttemberg<br>lat: 48.4734<br>long:  9.3028<br>ele:  705.00<br>all_elev: 705(11)<br>nfiles_coord: 5 (+6)<br>nfiles_id: 5 (+6)<br>recentfile: FALSE
1244	Enkenbach-Alsenborn	Rheinland-Pfalz	49.495	7.9049	325	325(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1244)<br>name: Enkenbach-Alsenborn<br>state: Rheinland-Pfalz<br>lat: 49.4950<br>long:  7.9049<br>ele:  325.00<br>all_elev: 325(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1245	Ennepetal-Milspe	Nordrhein-Westfalen	51.3037	7.3145	280	280(6)	3 (+3)	3 (+3)	FALSE	rdwd::metaInfo(id=1245)<br>name: Ennepetal-Milspe<br>state: Nordrhein-Westfalen<br>lat: 51.3037<br>long:  7.3145<br>ele:  280.00<br>all_elev: 280(6)<br>nfiles_coord: 3 (+3)<br>nfiles_id: 3 (+3)<br>recentfile: FALSE
1246	Ennigerloh-Ostenfelde	Nordrhein-Westfalen	51.8418	8.0607	104	104(16)	16	17	TRUE	rdwd::metaInfo(id=1246)<br>name: Ennigerloh-Ostenfelde<br>state: Nordrhein-Westfalen<br>lat: 51.8418<br>long:  8.0607<br>ele:  104.00<br>all_elev: 104(16)<br>nfiles_coord: 16<br>nfiles_id: 17<br>recentfile:  TRUE
1246	Ennigerloh-Ostenfelde	Nordrhein-Westfalen	51.88	8.073	78	78(1)	1	17	FALSE	rdwd::metaInfo(id=1246)<br>name: Ennigerloh-Ostenfelde<br>state: Nordrhein-Westfalen<br>lat: 51.8800<br>long:  8.0730<br>ele:   78.00<br>all_elev: 78(1)<br>nfiles_coord: 1<br>nfiles_id: 17<br>recentfile: FALSE
1247	Ensdorf/Oberpfalz	Bayern	49.345	11.9332	398	398(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1247)<br>name: Ensdorf/Oberpfalz<br>state: Bayern<br>lat: 49.3450<br>long: 11.9332<br>ele:  398.00<br>all_elev: 398(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1248	Ensdorf/Oberpfalz -Hirschwald	Bayern	49.353	11.8713	491	491(4)	4	4	TRUE	rdwd::metaInfo(id=1248)<br>name: Ensdorf/Oberpfalz -Hirschwald<br>state: Bayern<br>lat: 49.3530<br>long: 11.8713<br>ele:  491.00<br>all_elev: 491(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
1250	Epfendorf-Butschhof	Baden-Wuerttemberg	48.25	8.6333	530	530(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1250)<br>name: Epfendorf-Butschhof<br>state: Baden-Wuerttemberg<br>lat: 48.2500<br>long:  8.6333<br>ele:  530.00<br>all_elev: 530(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1251	Eppenbrunn	Rheinland-Pfalz	49.1132	7.5602	290	290(3)	3	4	TRUE	rdwd::metaInfo(id=1251)<br>name: Eppenbrunn<br>state: Rheinland-Pfalz<br>lat: 49.1132<br>long:  7.5602<br>ele:  290.00<br>all_elev: 290(3)<br>nfiles_coord: 3<br>nfiles_id: 4<br>recentfile:  TRUE
1251	Eppenbrunn	Rheinland-Pfalz	49.1134	7.56	290	290(1)	1	4	FALSE	rdwd::metaInfo(id=1251)<br>name: Eppenbrunn<br>state: Rheinland-Pfalz<br>lat: 49.1134<br>long:  7.5600<br>ele:  290.00<br>all_elev: 290(1)<br>nfiles_coord: 1<br>nfiles_id: 4<br>recentfile: FALSE
1252	Eppendorf	Sachsen	50.8035	13.2408	448	448(4)	4	4	TRUE	rdwd::metaInfo(id=1252)<br>name: Eppendorf<br>state: Sachsen<br>lat: 50.8035<br>long: 13.2408<br>ele:  448.00<br>all_elev: 448(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
14308	Eppenrod	Rheinland-Pfalz	50.4072	7.9303	300	300(2)	2	4	TRUE	rdwd::metaInfo(id=14308)<br>name: Eppenrod<br>state: Rheinland-Pfalz<br>lat: 50.4072<br>long:  7.9303<br>ele:  300.00<br>all_elev: 300(2)<br>nfiles_coord: 2<br>nfiles_id: 4<br>recentfile:  TRUE
14308	Eppenrod	Rheinland-Pfalz	50.4071	7.9299	300	300(2)	2	4	FALSE	rdwd::metaInfo(id=14308)<br>name: Eppenrod<br>state: Rheinland-Pfalz<br>lat: 50.4071<br>long:  7.9299<br>ele:  300.00<br>all_elev: 300(2)<br>nfiles_coord: 2<br>nfiles_id: 4<br>recentfile: FALSE
1254	Eppingen	Baden-Wuerttemberg	49.1307	8.9165	210	210(9)	4 (+5)	4 (+5)	FALSE	rdwd::metaInfo(id=1254)<br>name: Eppingen<br>state: Baden-Wuerttemberg<br>lat: 49.1307<br>long:  8.9165<br>ele:  210.00<br>all_elev: 210(9)<br>nfiles_coord: 4 (+5)<br>nfiles_id: 4 (+5)<br>recentfile: FALSE
1255	Eppingen-Elsenz	Baden-Wuerttemberg	49.1664	8.8523	220	220(15)	14 (+1)	14 (+1)	TRUE	rdwd::metaInfo(id=1255)<br>name: Eppingen-Elsenz<br>state: Baden-Wuerttemberg<br>lat: 49.1664<br>long:  8.8523<br>ele:  220.00<br>all_elev: 220(15)<br>nfiles_coord: 14 (+1)<br>nfiles_id: 14 (+1)<br>recentfile:  TRUE
1256	Eppishausen-Haselbach	Bayern	48.1994	10.5107	529	529(4)	4	4	TRUE	rdwd::metaInfo(id=1256)<br>name: Eppishausen-Haselbach<br>state: Bayern<br>lat: 48.1994<br>long: 10.5107<br>ele:  529.00<br>all_elev: 529(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
1257	Eppstein	Hessen	50.1438	8.3982	230	230(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1257)<br>name: Eppstein<br>state: Hessen<br>lat: 50.1438<br>long:  8.3982<br>ele:  230.00<br>all_elev: 230(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1258	Erbach-Ringingen	Baden-Wuerttemberg	48.3457	9.8133	580	580(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1258)<br>name: Erbach-Ringingen<br>state: Baden-Wuerttemberg<br>lat: 48.3457<br>long:  9.8133<br>ele:  580.00<br>all_elev: 580(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
15235	Erbach (Alb-Donau-Kreis)	Baden-Wuerttemberg	48.3257	9.9066	478	478(4)	4	4	TRUE	rdwd::metaInfo(id=15235)<br>name: Erbach (Alb-Donau-Kreis)<br>state: Baden-Wuerttemberg<br>lat: 48.3257<br>long:  9.9066<br>ele:  478.00<br>all_elev: 478(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
1259	Erbendorf	Bayern	49.8397	12.0471	500	500(1)	1	4	FALSE	rdwd::metaInfo(id=1259)<br>name: Erbendorf<br>state: Bayern<br>lat: 49.8397<br>long: 12.0471<br>ele:  500.00<br>all_elev: 500(1)<br>nfiles_coord: 1<br>nfiles_id: 4<br>recentfile: FALSE
1259	Erbendorf	Bayern	49.8398	12.0475	493	493(1)	1	4	FALSE	rdwd::metaInfo(id=1259)<br>name: Erbendorf<br>state: Bayern<br>lat: 49.8398<br>long: 12.0475<br>ele:  493.00<br>all_elev: 493(1)<br>nfiles_coord: 1<br>nfiles_id: 4<br>recentfile: FALSE
1260	Erbeskopf	Rheinland-Pfalz	49.7297	7.0897	816	816(3)	0 (+3)	2 (+4)	FALSE	rdwd::metaInfo(id=1260)<br>name: Erbeskopf<br>state: Rheinland-Pfalz<br>lat: 49.7297<br>long:  7.0897<br>ele:  816.00<br>all_elev: 816(3)<br>nfiles_coord: 0 (+3)<br>nfiles_id: 2 (+4)<br>recentfile: FALSE
1260	Erbeskopf	Rheinland-Pfalz	49.7333	7.1	816	816(3)	2 (+1)	2 (+4)	FALSE	rdwd::metaInfo(id=1260)<br>name: Erbeskopf<br>state: Rheinland-Pfalz<br>lat: 49.7333<br>long:  7.1000<br>ele:  816.00<br>all_elev: 816(3)<br>nfiles_coord: 2 (+1)<br>nfiles_id: 2 (+4)<br>recentfile: FALSE
1261	Erding	Bayern	48.3192	11.944	460	460(8)	2 (+6)	2 (+6)	FALSE	rdwd::metaInfo(id=1261)<br>name: Erding<br>state: Bayern<br>lat: 48.3192<br>long: 11.9440<br>ele:  460.00<br>all_elev: 460(8)<br>nfiles_coord: 2 (+6)<br>nfiles_id: 2 (+6)<br>recentfile: FALSE
1264	Erdweg	Bayern	48.3324	11.2982	477	477(4)	4	4	TRUE	rdwd::metaInfo(id=1264)<br>name: Erdweg<br>state: Bayern<br>lat: 48.3324<br>long: 11.2982<br>ele:  477.00<br>all_elev: 477(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
1265	Eresing (Sankt Ottilien)	Bayern	48.0941	11.0437	590	590(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1265)<br>name: Eresing (Sankt Ottilien)<br>state: Bayern<br>lat: 48.0941<br>long: 11.0437<br>ele:  590.00<br>all_elev: 590(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1266	Erfde	Schleswig-Holstein	54.2992	9.3162	18	18(14)	14	16	TRUE	rdwd::metaInfo(id=1266)<br>name: Erfde<br>state: Schleswig-Holstein<br>lat: 54.2992<br>long:  9.3162<br>ele:   18.00<br>all_elev: 18(14)<br>nfiles_coord: 14<br>nfiles_id: 16<br>recentfile:  TRUE
1266	Erfde	Schleswig-Holstein	54.2989	9.3161	18	18(1)	1	16	FALSE	rdwd::metaInfo(id=1266)<br>name: Erfde<br>state: Schleswig-Holstein<br>lat: 54.2989<br>long:  9.3161<br>ele:   18.00<br>all_elev: 18(1)<br>nfiles_coord: 1<br>nfiles_id: 16<br>recentfile: FALSE
1266	Erfde	Schleswig-Holstein	54.3011	9.3172	18	18(1)	1	16	FALSE	rdwd::metaInfo(id=1266)<br>name: Erfde<br>state: Schleswig-Holstein<br>lat: 54.3011<br>long:  9.3172<br>ele:   18.00<br>all_elev: 18(1)<br>nfiles_coord: 1<br>nfiles_id: 16<br>recentfile: FALSE
1267	Erftstadt-Bliesheim	Nordrhein-Westfalen	50.7813	6.819	106	106(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1267)<br>name: Erftstadt-Bliesheim<br>state: Nordrhein-Westfalen<br>lat: 50.7813<br>long:  6.8190<br>ele:  106.00<br>all_elev: 106(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1142	Erfurt-Egstedt	Thueringen	50.9177	11.0542	339	339(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1142)<br>name: Erfurt-Egstedt<br>state: Thueringen<br>lat: 50.9177<br>long: 11.0542<br>ele:  339.00<br>all_elev: 339(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1271	Erfurt-Frienstedt	Thueringen	50.956	10.9065	292	292(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1271)<br>name: Erfurt-Frienstedt<br>state: Thueringen<br>lat: 50.9560<br>long: 10.9065<br>ele:  292.00<br>all_elev: 292(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
3302	Erfurt-Mittelhausen	Thueringen	51.0418	11.0062	165	165(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3302)<br>name: Erfurt-Mittelhausen<br>state: Thueringen<br>lat: 51.0418<br>long: 11.0062<br>ele:  165.00<br>all_elev: 165(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1272	Erfurt-Nord	Thueringen	51.0087	11.0098	180	180(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=1272)<br>name: Erfurt-Nord<br>state: Thueringen<br>lat: 51.0087<br>long: 11.0098<br>ele:  180.00<br>all_elev: 180(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5223	Erfurt-Vieselbach	Thueringen	50.9987	11.1436	195	195(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5223)<br>name: Erfurt-Vieselbach<br>state: Thueringen<br>lat: 50.9987<br>long: 11.1436<br>ele:  195.00<br>all_elev: 195(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1270	Erfurt-Weimar	Thueringen	50.9829	10.9608	316	316(23)	23	24	TRUE	rdwd::metaInfo(id=1270)<br>name: Erfurt-Weimar<br>state: Thueringen<br>lat: 50.9829<br>long: 10.9608<br>ele:  316.00<br>all_elev: 316(23)<br>nfiles_coord: 23<br>nfiles_id: 24<br>recentfile:  TRUE
